fincampo,C's [40dB],C's [Celeste Tel],C's [CIS],C's [DYM],C's [GAD3],C's [GESOP],C's [IMOP Insights],C's [Invymark],C's [Ipsos],C's [Metroscopia],C's [NC Report],C's [Sigma Dos],C's [Simple Lógica],C's [Sociométrica],Más País [40dB],Más País [Celeste Tel],Más País [CIS],Más País [DYM],Más País [GAD3],Más País [GESOP],Más País [IMOP Insights],Más País [Invymark],Más País [Ipsos],Más País [Metroscopia],Más País [NC Report],Más País [Sigma Dos],Más País [Simple Lógica],Más País [Sociométrica],PP [40dB],PP [Celeste Tel],PP [CIS],PP [DYM],PP [GAD3],PP [GESOP],PP [IMOP Insights],PP [Invymark],PP [Ipsos],PP [Metroscopia],PP [NC Report],PP [Sigma Dos],PP [Simple Lógica],PP [Sociométrica],PSOE [40dB],PSOE [Celeste Tel],PSOE [CIS],PSOE [DYM],PSOE [GAD3],PSOE [GESOP],PSOE [IMOP Insights],PSOE [Invymark],PSOE [Ipsos],PSOE [Metroscopia],PSOE [NC Report],PSOE [Sigma Dos],PSOE [Simple Lógica],PSOE [Sociométrica],UP [40dB],UP [Celeste Tel],UP [CIS],UP [DYM],UP [GAD3],UP [GESOP],UP [IMOP Insights],UP [Invymark],UP [Ipsos],UP [Metroscopia],UP [NC Report],UP [Sigma Dos],UP [Simple Lógica],UP [Sociométrica],Vox [40dB],Vox [Celeste Tel],Vox [CIS],Vox [DYM],Vox [GAD3],Vox [GESOP],Vox [IMOP Insights],Vox [Invymark],Vox [Ipsos],Vox [Metroscopia],Vox [NC Report],Vox [Sigma Dos],Vox [Simple Lógica],Vox [Sociométrica],fincampo_match,C's (media),Más País (media),PP (media),PSOE (media),UP (media),Vox (media),PSOE (28-A),PP (28-A),C's (28-A),UP (28-A),Vox (28-A)
2019-11-02,null,null,null,null,8,null,10.1,null,10,null,8.8,8.9,null,8.5,null,null,null,null,2.8,null,3.2,null,4.7,null,3.5,4,null,3.9,null,null,null,null,21.6,null,19.6,null,19.4,null,22.7,20.3,null,20.6,null,null,null,null,27.4,null,28,null,26,null,27.3,27.9,null,25.1,null,null,null,null,11.2,null,11.5,null,13,null,12.1,13.5,null,12.9,null,null,null,null,14.9,null,13.9,null,14,null,12.2,13.2,null,14.3,2019-11-02,9.02876667451409,3.595765158745299,20.685328949344957,27.070425254559222,12.38980650872623,13.648165226231871,null,null,null,null,null
2019-10-31,null,null,null,null,null,8,null,9.9,null,null,null,null,null,null,null,null,null,null,null,2.6,null,3.8,null,null,null,null,null,null,null,null,null,null,null,19.5,null,22,null,null,null,null,null,null,null,null,null,null,null,27.7,null,27.9,null,null,null,null,null,null,null,null,null,null,null,13.4,null,11.8,null,null,null,null,null,null,null,null,null,null,null,14.2,null,10.5,null,null,null,null,null,null,2019-10-31,9.02876667451409,3.595765158745299,20.685328949344957,27.070425254559222,12.38980650872623,13.648165226231871,null,null,null,null,null
2019-10-30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-10-30,9.060282952026556,3.7266325831964195,20.62733194644906,27.14205428187424,12.566523563532286,13.26201625256476,null,null,null,null,null
2019-10-29,8.3,null,null,10,null,null,null,null,null,null,null,8.9,null,null,4.4,null,null,3.3,null,null,null,null,null,null,null,3.9,null,null,21.2,null,null,19.4,null,null,null,null,null,null,null,20.6,null,null,27.3,null,null,26.8,null,null,null,null,null,null,null,27.5,null,null,12.4,null,null,12.5,null,null,null,null,null,null,null,13.5,null,null,13.7,null,null,13.6,null,null,null,null,null,null,null,13.4,null,null,2019-10-29,9.060282952026556,3.7266325831964195,20.62733194644906,27.14205428187424,12.566523563532286,13.26201625256476,null,null,null,null,null
2019-10-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-10-28,9.093081261790767,3.876387126757537,20.78686400077344,27.134237617365162,12.658225767677601,12.879357421536346,null,null,null,null,null
2019-10-26,null,null,null,null,null,null,null,null,null,null,null,null,null,9.3,null,null,null,null,null,null,null,null,null,null,null,null,null,5.1,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,null,null,null,null,null,null,null,null,25.5,null,null,null,null,null,null,null,null,null,null,null,null,null,12.2,null,null,null,null,null,null,null,null,null,null,null,null,null,12.2,2019-10-26,9.101642796738036,4.055173019763256,21.20321778830327,27.00702863712342,12.694519851750869,12.540644742993129,null,null,null,null,null
2019-10-25,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,4.3,null,null,null,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,null,null,null,null,null,null,null,null,27.5,null,null,null,null,null,null,null,null,null,null,null,null,null,12.1,null,null,null,null,null,null,null,null,null,null,null,null,null,11.3,null,null,null,2019-10-25,9.101642796738036,4.055173019763256,21.20321778830327,27.00702863712342,12.694519851750869,12.540644742993129,null,null,null,null,null
2019-10-24,null,10,null,null,8.9,null,null,null,null,null,null,8.6,null,null,null,4.4,null,null,2.8,null,null,null,null,null,null,4,null,null,null,22.2,null,null,21.1,null,null,null,null,null,null,20.8,null,null,null,27.7,null,null,27.3,null,null,null,null,null,null,27,null,null,null,12.9,null,null,12.7,null,null,null,null,null,null,13.1,null,null,null,10.5,null,null,13.5,null,null,null,null,null,null,13,null,null,2019-10-24,9.05820770089745,4.1509300792286234,21.564001684876136,27.084953011580737,12.610705023093569,12.21223490918402,null,null,null,null,null
2019-10-22,null,null,null,null,null,null,null,null,null,null,null,8.8,null,null,null,null,null,null,null,null,null,null,null,null,null,4.5,null,null,null,null,null,null,null,null,null,null,null,null,null,21.4,null,null,null,null,null,null,null,null,null,null,null,null,null,27.3,null,null,null,null,null,null,null,null,null,null,null,null,null,12.7,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,2019-10-22,9.251362630768364,4.2602990730087145,21.791455870879243,27.191033649438168,12.441005788173369,11.767681298400749,null,null,null,null,null
2019-10-19,null,null,null,null,8.3,null,null,null,null,null,null,9.6,null,null,null,null,null,null,3.7,null,null,null,null,null,null,4.6,null,null,null,null,null,null,23,null,null,null,null,null,null,21,null,null,null,null,null,null,28.7,null,null,null,null,null,null,27,null,null,null,null,null,null,11.2,null,null,null,null,null,null,12.5,null,null,null,null,null,null,11.9,null,null,null,null,null,null,11.5,null,null,2019-10-19,9.584572413403402,4.364156556621462,21.88083591409663,27.316821864620533,12.2781889211126,11.277124037932984,null,null,null,null,null
2019-10-18,null,null,null,null,null,null,null,11.2,null,null,9.8,null,null,9.7,null,null,null,null,null,null,null,4.3,null,null,4.1,null,null,5.6,null,null,null,null,null,null,null,20.6,null,null,22.8,null,null,21.5,null,null,null,null,null,null,null,29.6,null,null,27.2,null,null,26.1,null,null,null,null,null,null,null,11.3,null,null,12.7,null,null,11.8,null,null,null,null,null,null,null,9,null,null,10.6,null,null,11.7,2019-10-18,9.584572413403402,4.364156556621462,21.88083591409663,27.316821864620533,12.2781889211126,11.277124037932984,null,null,null,null,null
2019-10-17,null,11.1,null,null,null,null,null,null,null,null,9.8,9.6,null,null,null,4.6,null,null,null,null,null,null,null,null,4.1,4.6,null,null,null,22.3,null,null,null,null,null,null,null,null,22.8,21,null,null,null,27,null,null,null,null,null,null,null,null,27.2,27,null,null,null,13.4,null,null,null,null,null,null,null,null,12.7,12.5,null,null,null,9.1,null,null,null,null,null,null,null,null,10.6,11.5,null,null,2019-10-17,9.82659045482682,4.393899873178204,21.69516936281923,27.569745660409655,12.369737955276696,10.752591301500557,null,null,null,null,null
2019-10-15,null,null,null,null,null,null,null,null,null,null,null,9.3,null,null,null,null,null,null,null,null,null,null,null,null,null,4.2,null,null,null,null,null,null,null,null,null,null,null,null,null,21.2,null,null,null,null,null,null,null,null,null,null,null,null,null,27.1,null,null,null,null,null,null,null,null,null,null,null,null,null,12.8,null,null,null,null,null,null,null,null,null,null,null,null,null,11.3,null,null,2019-10-15,9.968509624736711,4.342180719864369,21.37453192794709,27.89599656966932,12.679548725574472,10.262705166905794,null,null,null,null,null
2019-10-13,null,null,10.6,null,null,null,null,null,null,null,null,null,null,null,null,null,2.9,null,null,null,null,null,null,null,null,null,null,null,null,null,18.1,null,null,null,null,null,null,null,null,null,null,null,null,null,32.2,null,null,null,null,null,null,null,null,null,null,null,null,null,14.6,null,null,null,null,null,null,null,null,null,null,null,null,null,7.9,null,null,null,null,null,null,null,null,null,null,null,2019-10-13,9.940072045334906,4.219900073898116,20.960511006933647,28.265724385046056,13.129355336077348,9.960889532592864,null,null,null,null,null
2019-10-12,null,null,null,null,null,null,null,null,null,null,null,null,null,9.3,null,null,null,null,null,null,null,null,null,null,null,null,null,5.1,null,null,null,null,null,null,null,null,null,null,null,null,null,20.9,null,null,null,null,null,null,null,null,null,null,null,null,null,27.4,null,null,null,null,null,null,null,null,null,null,null,null,null,12.3,null,null,null,null,null,null,null,null,null,null,null,null,null,10.5,2019-10-12,9.940072045334906,4.219900073898116,20.960511006933647,28.265724385046056,13.129355336077348,9.960889532592864,null,null,null,null,null
2019-10-11,null,11.4,null,null,8.6,null,null,null,null,null,null,null,null,null,null,4.9,null,null,3.9,null,null,null,null,null,null,null,null,null,null,22.2,null,null,22.2,null,null,null,null,null,null,null,null,null,null,27.3,null,null,28.4,null,null,null,null,null,null,null,null,null,null,13.7,null,null,11.9,null,null,null,null,null,null,null,null,null,null,8.4,null,null,11.8,null,null,null,null,null,null,null,null,null,2019-10-11,9.860398870214414,4.245711418263681,20.916318847710592,28.386386765580326,13.067120877452858,9.99049789130712,null,null,null,null,null
2019-10-10,null,null,null,null,null,null,null,null,null,null,null,9.8,null,null,null,null,null,null,null,null,null,null,null,null,null,4.4,null,null,null,null,null,null,null,null,null,null,null,null,null,20.6,null,null,null,null,null,null,null,null,null,null,null,null,null,27.5,null,null,null,null,null,null,null,null,null,null,null,null,null,13.2,null,null,null,null,null,null,null,null,null,null,null,null,null,10.7,null,null,2019-10-10,9.860398870214414,4.245711418263681,20.916318847710592,28.386386765580326,13.067120877452858,9.99049789130712,null,null,null,null,null
2019-10-09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-10-09,10.07142892401028,4.510351612287086,21.122331748539022,27.852111591425373,12.905168851301271,10.291363569035871,null,null,null,null,null
2019-10-08,null,null,null,null,null,null,null,null,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,4.3,null,null,null,null,null,null,null,null,null,null,null,null,null,21.3,null,null,null,null,null,null,null,null,null,null,null,null,null,27.9,null,null,null,null,null,null,null,null,null,null,null,null,null,12.6,null,null,null,null,null,null,null,null,null,null,null,null,null,10.2,null,null,2019-10-08,10.07142892401028,4.510351612287086,21.122331748539022,27.852111591425373,12.905168851301271,10.291363569035871,null,null,null,null,null
2019-10-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-10-06,10.321289953667208,4.731779873402608,21.036155200633885,27.673593825590007,12.690162432108806,10.394304839731463,null,null,null,null,null
2019-10-04,null,12.2,null,null,11,null,null,null,null,null,null,null,10,10.6,null,5.1,null,null,4.3,null,null,null,null,null,null,null,5.2,5.5,null,21.8,null,null,20.9,null,null,null,null,null,null,null,19.1,20.7,null,27.2,null,null,27.2,null,null,null,null,null,null,null,29.1,27.2,null,13.9,null,null,12.4,null,null,null,null,null,null,null,12.5,11.7,null,7.5,null,null,10.6,null,null,null,null,null,null,null,12.2,10.9,2019-10-04,10.584329686575163,4.86826087158203,20.637374907460263,27.975465133288107,12.39356721544787,10.202297482798475,null,null,null,null,null
2019-10-03,null,null,null,null,null,10.4,10.7,null,null,null,null,null,null,null,null,null,null,null,null,5.5,4.1,null,null,null,null,null,null,null,null,null,null,null,null,19.6,20.1,null,null,null,null,null,null,null,null,null,null,null,null,28,28.3,null,null,null,null,null,null,null,null,null,null,null,null,12.2,12,null,null,null,null,null,null,null,null,null,null,null,null,10.3,10.8,null,null,null,null,null,null,null,2019-10-03,10.584329686575163,4.86826087158203,20.637374907460263,27.975465133288107,12.39356721544787,10.202297482798475,null,null,null,null,null
2019-10-02,null,null,null,null,null,null,null,null,null,null,null,10.1,null,null,null,null,null,null,null,null,null,null,null,null,null,4.6,null,null,null,null,null,null,null,null,null,null,null,null,null,21.2,null,null,null,null,null,null,null,null,null,null,null,null,null,28.9,null,null,null,null,null,null,null,null,null,null,null,null,null,12.2,null,null,null,null,null,null,null,null,null,null,null,null,null,9.2,null,null,2019-10-02,10.849777857449258,4.881227462618592,20.52536514006522,28.175610848144444,12.229516193558547,9.904179427059848,null,null,null,null,null
2019-09-30,null,null,null,null,null,null,null,11.7,null,null,null,null,null,null,null,null,null,null,null,null,null,4.6,null,null,null,null,null,null,null,null,null,null,null,null,null,20.5,null,null,null,null,null,null,null,null,null,null,null,null,null,29.9,null,null,null,null,null,null,null,null,null,null,null,null,null,11.2,null,null,null,null,null,null,null,null,null,null,null,null,null,7.7,null,null,null,null,null,null,2019-09-30,11.175226455881571,4.576080409552198,20.647815671065484,28.311205956103098,12.252177894132133,9.526322099850551,null,null,null,null,null
2019-09-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-28,11.546545463156374,3.9377101494033777,20.989697023240176,28.471612529816934,12.439433020013075,9.049335175145485,null,null,null,null,null
2019-09-25,null,null,null,null,11.3,null,null,null,null,null,null,null,null,null,null,null,null,null,5.2,null,null,null,null,null,null,null,null,null,null,null,null,null,21.4,null,null,null,null,null,null,null,null,null,null,null,null,null,27.2,null,null,null,null,null,null,null,null,null,null,null,null,null,12.4,null,null,null,null,null,null,null,null,null,null,null,null,null,9.6,null,null,null,null,null,null,null,null,null,2019-09-25,11.931791756273714,0,21.31497643829714,28.71678112407212,12.717013858721595,8.59039363668712,null,null,null,null,null
2019-09-23,null,13.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.1,null,null,null,null,null,null,null,null,null,null,null,null,null,29.4,null,null,null,null,null,null,null,null,null,null,null,null,null,14.1,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-23,12.300129705606523,0,21.39625526025139,29.082613763524794,13.01240986558853,8.286589579895438,null,null,null,null,null
2019-09-21,null,null,null,null,null,null,null,null,null,null,13.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,null,null,null,null,null,null,null,null,26.6,null,null,null,null,null,null,null,null,null,null,null,null,null,13.6,null,null,null,null,null,null,null,null,null,null,null,null,null,7.5,null,null,null,2019-09-21,12.63980929180839,0,21.075158696018804,29.6118299779268,13.343899816627133,8.24827048534967,null,null,null,null,null
2019-09-20,13.3,null,null,null,13.1,null,null,null,null,null,null,null,null,12.1,null,null,null,null,null,null,null,null,null,null,null,null,null,5.8,23.5,null,null,null,19.9,null,null,null,null,null,null,null,null,19.7,30.3,null,null,null,31.6,null,null,null,null,null,null,null,null,27,14,null,null,null,13.4,null,null,null,null,null,null,null,null,11.1,8.6,null,null,null,9.6,null,null,null,null,null,null,null,null,10.2,2019-09-20,12.63980929180839,0,21.075158696018804,29.6118299779268,13.343899816627133,8.24827048534967,null,null,null,null,null
2019-09-19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-19,12.971805552025327,0,20.544457620098406,30.215377553871882,13.673569493426319,8.363675648595748,null,null,null,null,null
2019-09-18,null,null,12.9,null,null,null,null,12.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17.1,null,null,null,null,20.2,null,null,null,null,null,null,null,null,34.2,null,null,null,null,33.4,null,null,null,null,null,null,null,null,15.5,null,null,null,null,14.3,null,null,null,null,null,null,null,null,7.5,null,null,null,null,6.8,null,null,null,null,null,null,2019-09-18,12.971805552025327,0,20.544457620098406,30.215377553871882,13.673569493426319,8.363675648595748,null,null,null,null,null
2019-09-17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-17,13.237162095938118,0,19.986600068886318,30.818099020433976,13.861438809650732,8.513376946910498,null,null,null,null,null
2019-09-15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-15,13.362001978824154,0,19.636390381134863,31.26097718783522,13.885804414307803,8.60578031056584,null,null,null,null,null
2019-09-12,null,null,null,14.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.4,null,null,null,null,null,null,null,null,null,null,null,null,null,29.8,null,null,null,null,null,null,null,null,null,null,null,null,null,13.3,null,null,null,null,null,null,null,null,null,null,null,null,null,10.2,null,null,null,null,null,null,null,null,null,null,2019-09-12,13.397562924486037,null,19.342956511425015,31.622009911173695,13.8049270143604,8.704516869134505,null,null,null,null,null
2019-09-10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-10,13.373451179179009,null,19.12228639710986,31.893447599351077,13.678234215054943,8.78967861934259,null,null,null,null,null
2019-09-08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-08,13.319272989158296,null,18.99036797554245,32.06754066126904,13.565153621637853,8.841357557916188,null,null,null,null,null
2019-09-06,null,null,null,null,14,null,null,11.5,null,null,null,null,13.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.9,null,null,20.1,null,null,null,null,18.4,null,null,null,null,null,32.1,null,null,34.4,null,null,null,null,30.6,null,null,null,null,null,13.3,null,null,12.2,null,null,null,null,13.8,null,null,null,null,null,7.9,null,null,6.5,null,null,null,null,12.1,null,2019-09-06,13.264634600679145,null,18.963189184075876,32.13653950582927,13.52511283935556,8.839645681581407,null,null,null,null,null
2019-09-05,null,14.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.1,null,null,null,null,null,null,null,null,null,null,null,null,null,30.5,null,null,null,null,null,null,null,null,null,null,null,null,null,13.7,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-05,13.264634600679145,null,18.963189184075876,32.13653950582927,13.52511283935556,8.839645681581407,null,null,null,null,null
2019-09-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-04,13.199090182916846,null,19.06304758449092,32.073825771863355,13.5671678253896,8.777534196628176,null,null,null,null,null
2019-09-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-09-02,13.152129543694599,null,19.248344328554943,31.925501882745856,13.597025221497708,8.693145925951526,null,null,null,null,null
2019-08-30,null,null,null,null,null,null,null,null,null,null,null,null,null,12.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.1,null,null,null,null,null,null,null,null,null,null,null,null,null,31.3,null,null,null,null,null,null,null,null,null,null,null,null,null,13.9,null,null,null,null,null,null,null,null,null,null,null,null,null,9.2,2019-08-30,13.123207018901082,null,19.441045122235682,31.760077748419985,13.611217003630879,8.614058610302004,null,null,null,null,null
2019-08-29,null,null,null,null,null,null,null,null,null,null,null,11.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,null,null,null,null,null,null,null,null,null,null,null,null,null,33.4,null,null,null,null,null,null,null,null,null,null,null,null,null,14.2,null,null,null,null,null,null,null,null,null,null,null,null,null,8.3,null,null,2019-08-29,13.123207018901082,null,19.441045122235682,31.760077748419985,13.611217003630879,8.614058610302004,null,null,null,null,null
2019-08-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-28,13.14445374383757,null,19.524201540512856,31.693869283811438,13.609947415865719,8.575964103661484,null,null,null,null,null
2019-08-26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-26,13.207329021348926,null,19.531611931105573,31.681754253087018,13.596746048532054,8.55709019225445,null,null,null,null,null
2019-08-24,null,null,null,null,null,null,null,null,null,null,13.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21.9,null,null,null,null,null,null,null,null,null,null,null,null,null,29.5,null,null,null,null,null,null,null,null,null,null,null,null,null,13.9,null,null,null,null,null,null,null,null,null,null,null,null,null,7.7,null,null,null,2019-08-24,13.291802849931369,null,19.523598843629422,31.66087773921071,13.575157627834628,8.53331138268028,null,null,null,null,null
2019-08-22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-22,13.3924522026047,null,19.500965844365894,31.635699985602667,13.547223025800573,8.505789080790427,null,null,null,null,null
2019-08-19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-19,13.503854052388714,null,19.46451649959649,31.610681235683025,13.514983114457005,8.475684692436346,null,null,null,null,null
2019-08-17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-17,13.620585372303214,null,19.415054375602683,31.590281732871933,13.480478765831041,8.444159623469485,null,null,null,null,null
2019-08-15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-15,13.737223135367996,null,19.35338303866598,31.578961720589533,13.445750851949802,8.412375279741301,null,null,null,null,null
2019-08-13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-13,13.848344314602867,null,19.280306055067875,31.581181442255982,13.412840244840416,8.381493067103246,null,null,null,null,null
2019-08-11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-11,13.948525883027617,null,19.196626991089847,31.601401141291408,13.383787816529997,8.352674391406772,null,null,null,null,null
2019-08-10,null,null,null,null,null,null,null,null,null,null,14.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21.8,null,null,null,null,null,null,null,null,null,null,null,null,null,29.7,null,null,null,null,null,null,null,null,null,null,null,null,null,12.9,null,null,null,null,null,null,null,null,null,null,null,null,null,7.8,null,null,null,2019-08-10,13.948525883027617,null,19.196626991089847,31.601401141291408,13.383787816529997,8.352674391406772,null,null,null,null,null
